Hospital,Date,KPI,Value,Metric
UH Limerick,2022-07-01,# > 24 Hours,231,75
UH Limerick,2022-08-01,% Within 6 Hours,0.402,75
UH Limerick,2022-08-01,% Within 9 Hours,0.477,75
UH Limerick,2022-08-01,% Within 24 Hours,0.793,75
UH Limerick,2022-08-01,# > 24 Hours,209,75
UH Limerick,2022-09-01,% Within 6 Hours,0.389,75
UH Limerick,2022-09-01,% Within 9 Hours,0.478,75
UH Limerick,2022-09-01,% Within 24 Hours,0.766,75
UH Limerick,2022-09-01,# > 24 Hours,235,75
UH Limerick,2022-10-01,% Within 6 Hours,0.342,75
UH Limerick,2022-10-01,% Within 9 Hours,0.443,75
UH Limerick,2022-10-01,% Within 24 Hours,0.734,75
UH Limerick,2022-10-01,# > 24 Hours,259,75
UH Limerick,2022-11-01,% Within 6 Hours,0.318,75
UH Limerick,2022-11-01,% Within 9 Hours,0.398,75
UH Limerick,2022-11-01,% Within 24 Hours,0.699,75
UH Limerick,2022-11-01,# > 24 Hours,281,75
UH Limerick,2022-12-01,% Within 6 Hours,0.295,75
UH Limerick,2022-12-01,% Within 9 Hours,0.376,75
UH Limerick,2022-12-01,% Within 24 Hours,0.71,75
UH Limerick,2022-12-01,# > 24 Hours,292,75
UH Limerick,2023-01-01,% Within 6 Hours,0.328,75
UH Limerick,2023-01-01,% Within 9 Hours,0.506,75
UH Limerick,2023-01-01,% Within 24 Hours,0.881,75
UH Limerick,2023-01-01,# > 24 Hours,97,75
UH Limerick,2023-02-01,% Within 6 Hours,0.354,75
UH Limerick,2023-02-01,% Within 9 Hours,0.468,75
UH Limerick,2023-02-01,% Within 24 Hours,0.784,75
UH Limerick,2023-02-01,# > 24 Hours,185,75
UH Limerick,2023-03-01,% Within 6 Hours,0.337,75
UH Limerick,2023-03-01,% Within 9 Hours,0.451,75
UH Limerick,2023-03-01,% Within 24 Hours,0.74,75
UH Limerick,2023-03-01,# > 24 Hours,263,75
UH Limerick,2023-04-01,% Within 6 Hours,0.344,75
UH Limerick,2023-04-01,% Within 9 Hours,0.477,75
UH Limerick,2023-04-01,% Within 24 Hours,0.775,75
UH Limerick,2023-04-01,# > 24 Hours,228,75
UH Limerick,2023-05-01,% Within 6 Hours,0.381,75
UH Limerick,2023-05-01,% Within 9 Hours,0.493,75
UH Limerick,2023-05-01,% Within 24 Hours,0.805,75
UH Limerick,2023-05-01,# > 24 Hours,199,75
UH Limerick,2023-06-01,% Within 6 Hours,0.355,75
UH Limerick,2023-06-01,% Within 9 Hours,0.5,75
UH Limerick,2023-06-01,% Within 24 Hours,0.851,75
UH Limerick,2023-06-01,# > 24 Hours,151,75
UH Limerick,2023-07-01,% Within 6 Hours,0.326,75
UH Limerick,2023-07-01,% Within 9 Hours,0.432,75
UH Limerick,2023-07-01,% Within 24 Hours,0.786,75
UH Limerick,2023-07-01,# > 24 Hours,219,75
UH Limerick,2023-08-01,% Within 6 Hours,0.348,75
UH Limerick,2023-08-01,% Within 9 Hours,0.471,75
UH Limerick,2023-08-01,% Within 24 Hours,0.885,75
UH Limerick,2023-08-01,# > 24 Hours,115,75
UH Limerick,2023-09-01,% Within 6 Hours,0.323,75
UH Limerick,2023-09-01,% Within 9 Hours,0.479,75
UH Limerick,2023-09-01,% Within 24 Hours,0.931,75
UH Limerick,2023-09-01,# > 24 Hours,69,75
National,2022-01-01,# DNA,6937,none
National,2022-01-01,% DNA,0.062,none
National,2022-02-01,# DNA,8281,none
National,2022-02-01,% DNA,0.075,none
National,2022-03-01,# DNA,10366,none
National,2022-03-01,% DNA,0.082,none
National,2022-04-01,# DNA,8785,none
National,2022-04-01,% DNA,0.074,none
National,2022-05-01,# DNA,9926,none
National,2022-05-01,% DNA,0.076,none
National,2022-06-01,# DNA,9577,none
National,2022-06-01,% DNA,0.079,none
National,2022-07-01,# DNA,9291,none
National,2022-07-01,% DNA,0.078,none
National,2022-08-01,# DNA,8885,none
National,2022-08-01,% DNA,0.073,none
National,2022-09-01,# DNA,8953,none
National,2022-09-01,% DNA,0.074,none
National,2022-10-01,# DNA,11557,none
National,2022-10-01,% DNA,0.089,none
National,2022-11-01,# DNA,10409,none
National,2022-11-01,% DNA,0.083,none
National,2022-12-01,# DNA,12022,none
National,2022-12-01,% DNA,0.094,none
National,2023-01-01,# DNA,6653,none
National,2023-01-01,% DNA,0.059,none
National,2023-02-01,# DNA,7777,none
National,2023-02-01,% DNA,0.07,none
National,2023-03-01,# DNA,10026,none
National,2023-03-01,% DNA,0.079,none
National,2023-04-01,# DNA,9257,none
National,2023-04-01,% DNA,0.077,none
National,2023-05-01,# DNA,10085,none
National,2023-05-01,% DNA,0.076,none
National,2023-06-01,# DNA,9326,none
National,2023-06-01,% DNA,0.075,none
National,2023-07-01,# DNA,8791,none
National,2023-07-01,% DNA,0.072,none
National,2023-08-01,# DNA,8574,none
National,2023-08-01,% DNA,0.069,none
National,2023-09-01,# DNA,5685,none
National,2023-09-01,% DNA,0.081,none
MRH Portlaoise,2022-01-01,# DNA,116,none
MRH Portlaoise,2022-01-01,% DNA,0.038,none
MRH Portlaoise,2022-02-01,# DNA,162,none
MRH Portlaoise,2022-02-01,% DNA,0.051,none
MRH Portlaoise,2022-03-01,# DNA,172,none
MRH Portlaoise,2022-03-01,% DNA,0.047,none
MRH Portlaoise,2022-04-01,# DNA,117,none
MRH Portlaoise,2022-04-01,% DNA,0.035,none
MRH Portlaoise,2022-05-01,# DNA,116,none
MRH Portlaoise,2022-05-01,% DNA,0.031,none
MRH Portlaoise,2022-06-01,# DNA,178,none
MRH Portlaoise,2022-06-01,% DNA,0.05,none
MRH Portlaoise,2022-07-01,# DNA,117,none
MRH Portlaoise,2022-07-01,% DNA,0.034,none
MRH Portlaoise,2022-08-01,# DNA,206,none
MRH Portlaoise,2022-08-01,% DNA,0.059,none
MRH Portlaoise,2022-09-01,# DNA,141,none
MRH Portlaoise,2022-09-01,% DNA,0.043,none
MRH Portlaoise,2022-10-01,# DNA,176,none
MRH Portlaoise,2022-10-01,% DNA,0.046,none
MRH Portlaoise,2022-11-01,# DNA,162,none
MRH Portlaoise,2022-11-01,% DNA,0.044,none
MRH Portlaoise,2022-12-01,# DNA,182,none
MRH Portlaoise,2022-12-01,% DNA,0.045,none
MRH Portlaoise,2023-01-01,# DNA,143,none
MRH Portlaoise,2023-01-01,% DNA,0.043,none
MRH Portlaoise,2023-02-01,# DNA,147,none
MRH Portlaoise,2023-02-01,% DNA,0.045,none
MRH Portlaoise,2023-03-01,# DNA,207,none
MRH Portlaoise,2023-03-01,% DNA,0.055,none
MRH Portlaoise,2023-04-01,# DNA,190,none
MRH Portlaoise,2023-04-01,% DNA,0.055,none
MRH Portlaoise,2023-05-01,# DNA,198,none
MRH Portlaoise,2023-05-01,% DNA,0.05,none
MRH Portlaoise,2023-06-01,# DNA,170,none
MRH Portlaoise,2023-06-01,% DNA,0.049,none
MRH Portlaoise,2023-07-01,# DNA,161,none
MRH Portlaoise,2023-07-01,% DNA,0.048,none
MRH Portlaoise,2023-08-01,# DNA,185,none
MRH Portlaoise,2023-08-01,% DNA,0.054,none
MRH Portlaoise,2023-09-01,# DNA,162,none
MRH Portlaoise,2023-09-01,% DNA,0.04610000000000001,none
MRH Tullamore,2022-01-01,# DNA,172,none
MRH Tullamore,2022-01-01,% DNA,0.057,none
MRH Tullamore,2022-02-01,# DNA,224,none
MRH Tullamore,2022-02-01,% DNA,0.075,none
MRH Tullamore,2022-03-01,# DNA,349,none
MRH Tullamore,2022-03-01,% DNA,0.1,none
MRH Tullamore,2022-04-01,# DNA,374,none
MRH Tullamore,2022-04-01,% DNA,0.112,none
MRH Tullamore,2022-05-01,# DNA,377,none
MRH Tullamore,2022-05-01,% DNA,0.106,none
MRH Tullamore,2022-06-01,# DNA,320,none
MRH Tullamore,2022-06-01,% DNA,0.098,none
MRH Tullamore,2022-07-01,# DNA,254,none
MRH Tullamore,2022-07-01,% DNA,0.077,none
MRH Tullamore,2022-08-01,# DNA,253,none
MRH Tullamore,2022-08-01,% DNA,0.073,none
MRH Tullamore,2022-09-01,# DNA,133,none
MRH Tullamore,2022-09-01,% DNA,0.042,none
MRH Tullamore,2022-10-01,# DNA,336,none
MRH Tullamore,2022-10-01,% DNA,0.098,none
MRH Tullamore,2022-11-01,# DNA,273,none
MRH Tullamore,2022-11-01,% DNA,0.085,none
MRH Tullamore,2022-12-01,# DNA,238,none
MRH Tullamore,2022-12-01,% DNA,0.075,none
MRH Tullamore,2023-01-01,# DNA,146,none
MRH Tullamore,2023-01-01,% DNA,0.049,none
MRH Tullamore,2023-02-01,# DNA,189,none
MRH Tullamore,2023-02-01,% DNA,0.062,none
MRH Tullamore,2023-03-01,# DNA,211,none
MRH Tullamore,2023-03-01,% DNA,0.062,none
MRH Tullamore,2023-04-01,# DNA,237,none
MRH Tullamore,2023-04-01,% DNA,0.07,none
MRH Tullamore,2023-05-01,# DNA,294,none
MRH Tullamore,2023-05-01,% DNA,0.075,none
MRH Tullamore,2023-06-01,# DNA,173,none
MRH Tullamore,2023-06-01,% DNA,0.049,none
MRH Tullamore,2023-07-01,# DNA,179,none
MRH Tullamore,2023-07-01,% DNA,0.049,none
MRH Tullamore,2023-08-01,# DNA,162,none
MRH Tullamore,2023-08-01,% DNA,0.044,none
MRH Tullamore,2023-09-01,# DNA,245,none
MRH Tullamore,2023-09-01,% DNA,0.0729,none
Naas General Hospital,2022-01-01,# DNA,177,none
Naas General Hospital,2022-01-01,% DNA,0.073,none
Naas General Hospital,2022-02-01,# DNA,254,none
Naas General Hospital,2022-02-01,% DNA,0.103,none
Naas General Hospital,2022-03-01,# DNA,289,none
Naas General Hospital,2022-03-01,% DNA,0.103,none
Naas General Hospital,2022-04-01,# DNA,343,none
Naas General Hospital,2022-04-01,% DNA,0.127,none
Naas General Hospital,2022-05-01,# DNA,349,none
Naas General Hospital,2022-05-01,% DNA,0.122,none
Naas General Hospital,2022-06-01,# DNA,334,none
Naas General Hospital,2022-06-01,% DNA,0.127,none
Naas General Hospital,2022-07-01,# DNA,276,none
Naas General Hospital,2022-07-01,% DNA,0.108,none
Naas General Hospital,2022-08-01,# DNA,249,none
Naas General Hospital,2022-08-01,% DNA,0.094,none
Naas General Hospital,2022-09-01,# DNA,188,none
Naas General Hospital,2022-09-01,% DNA,0.073,none
Naas General Hospital,2022-10-01,# DNA,298,none
Naas General Hospital,2022-10-01,% DNA,0.107,none
Naas General Hospital,2022-11-01,# DNA,275,none
Naas General Hospital,2022-11-01,% DNA,0.106,none
Naas General Hospital,2022-12-01,# DNA,299,none
Naas General Hospital,2022-12-01,% DNA,0.117,none
Naas General Hospital,2023-01-01,# DNA,214,none
Naas General Hospital,2023-01-01,% DNA,0.09,none
Naas General Hospital,2023-02-01,# DNA,223,none
Naas General Hospital,2023-02-01,% DNA,0.088,none
Naas General Hospital,2023-03-01,# DNA,261,none
Naas General Hospital,2023-03-01,% DNA,0.094,none
Naas General Hospital,2023-04-01,# DNA,269,none
Naas General Hospital,2023-04-01,% DNA,0.101,none
Naas General Hospital,2023-05-01,# DNA,302,none
Naas General Hospital,2023-05-01,% DNA,0.113,none
Naas General Hospital,2023-06-01,# DNA,303,none
Naas General Hospital,2023-06-01,% DNA,0.105,none
Naas General Hospital,2023-07-01,# DNA,294,none
Naas General Hospital,2023-07-01,% DNA,0.106,none
Naas General Hospital,2023-08-01,# DNA,294,none
Naas General Hospital,2023-08-01,% DNA,0.112,none
Naas General Hospital,2023-09-01,# DNA,312,none
Naas General Hospital,2023-09-01,% DNA,0.112,none
St. James's Hospital,2022-01-01,# DNA,469,none
St. James's Hospital,2022-01-01,% DNA,0.113,none
St. James's Hospital,2022-02-01,# DNA,512,none
St. James's Hospital,2022-02-01,% DNA,0.126,none
St. James's Hospital,2022-03-01,# DNA,714,none
St. James's Hospital,2022-03-01,% DNA,0.154,none
St. James's Hospital,2022-04-01,# DNA,534,none
St. James's Hospital,2022-04-01,% DNA,0.127,none
St. James's Hospital,2022-05-01,# DNA,561,none
St. James's Hospital,2022-05-01,% DNA,0.121,none
St. James's Hospital,2022-06-01,# DNA,563,none
St. James's Hospital,2022-06-01,% DNA,0.127,none
St. James's Hospital,2022-07-01,# DNA,537,none
St. James's Hospital,2022-07-01,% DNA,0.123,none
St. James's Hospital,2022-08-01,# DNA,517,none
St. James's Hospital,2022-08-01,% DNA,0.116,none
St. James's Hospital,2022-09-01,# DNA,652,none
St. James's Hospital,2022-09-01,% DNA,0.146,none
St. James's Hospital,2022-10-01,# DNA,671,none
St. James's Hospital,2022-10-01,% DNA,0.145,none
St. James's Hospital,2022-11-01,# DNA,558,none
St. James's Hospital,2022-11-01,% DNA,0.126,none
St. James's Hospital,2022-12-01,# DNA,526,none
St. James's Hospital,2022-12-01,% DNA,0.12,none
St. James's Hospital,2023-01-01,# DNA,447,none
St. James's Hospital,2023-01-01,% DNA,0.105,none
St. James's Hospital,2023-02-01,# DNA,467,none
St. James's Hospital,2023-02-01,% DNA,0.115,none
St. James's Hospital,2023-03-01,# DNA,658,none
St. James's Hospital,2023-03-01,% DNA,0.138,none
St. James's Hospital,2023-04-01,# DNA,621,none
St. James's Hospital,2023-04-01,% DNA,0.138,none
St. James's Hospital,2023-05-01,# DNA,801,none
St. James's Hospital,2023-05-01,% DNA,0.165,none
St. James's Hospital,2023-06-01,# DNA,640,none
St. James's Hospital,2023-06-01,% DNA,0.137,none
St. James's Hospital,2023-07-01,# DNA,652,none
St. James's Hospital,2023-07-01,% DNA,0.138,none
St. James's Hospital,2023-08-01,# DNA,755,none
St. James's Hospital,2023-08-01,% DNA,0.153,none
St. James's Hospital,2023-09-01,# DNA,646,none
St. James's Hospital,2023-09-01,% DNA,0.138,none
Tallaght University Hospital,2022-01-01,# DNA,836,none
Tallaght University Hospital,2022-01-01,% DNA,0.2,none
Tallaght University Hospital,2022-02-01,# DNA,1084,none
Tallaght University Hospital,2022-02-01,% DNA,0.258,none
Tallaght University Hospital,2022-03-01,# DNA,1096,none
Tallaght University Hospital,2022-03-01,% DNA,0.246,none
Tallaght University Hospital,2022-04-01,# DNA,804,none
Tallaght University Hospital,2022-04-01,% DNA,0.194,none
Tallaght University Hospital,2022-05-01,# DNA,801,none
Tallaght University Hospital,2022-05-01,% DNA,0.176,none
Tallaght University Hospital,2022-06-01,# DNA,830,none
Tallaght University Hospital,2022-06-01,% DNA,0.188,none
Tallaght University Hospital,2022-07-01,# DNA,699,none
Tallaght University Hospital,2022-07-01,% DNA,0.158,none
Tallaght University Hospital,2022-08-01,# DNA,697,none
Tallaght University Hospital,2022-08-01,% DNA,0.156,none
Tallaght University Hospital,2022-09-01,# DNA,917,none
Tallaght University Hospital,2022-09-01,% DNA,0.204,none
Tallaght University Hospital,2022-10-01,# DNA,884,none
Tallaght University Hospital,2022-10-01,% DNA,0.198,none
Tallaght University Hospital,2022-11-01,# DNA,986,none
Tallaght University Hospital,2022-11-01,% DNA,0.229,none
Tallaght University Hospital,2022-12-01,# DNA,810,none
Tallaght University Hospital,2022-12-01,% DNA,0.194,none
Tallaght University Hospital,2023-01-01,# DNA,578,none
Tallaght University Hospital,2023-01-01,% DNA,0.142,none
Tallaght University Hospital,2023-02-01,# DNA,741,none
Tallaght University Hospital,2023-02-01,% DNA,0.185,none
Tallaght University Hospital,2023-03-01,# DNA,823,none
Tallaght University Hospital,2023-03-01,% DNA,0.175,none
Tallaght University Hospital,2023-04-01,# DNA,611,none
Tallaght University Hospital,2023-04-01,% DNA,0.137,none
Tallaght University Hospital,2023-05-01,# DNA,757,none
Tallaght University Hospital,2023-05-01,% DNA,0.147,none
Tallaght University Hospital,2023-06-01,# DNA,837,none
Tallaght University Hospital,2023-06-01,% DNA,0.17,none
Tallaght University Hospital,2023-07-01,# DNA,865,none
Tallaght University Hospital,2023-07-01,% DNA,0.173,none
Tallaght University Hospital,2023-08-01,# DNA,682,none
Tallaght University Hospital,2023-08-01,% DNA,0.138,none
Tallaght University Hospital,2023-09-01,# DNA,846,none
Tallaght University Hospital,2023-09-01,% DNA,0.166,none
Mater Misericordiae University Hospital,2022-01-01,# DNA,563,none
Mater Misericordiae University Hospital,2022-01-01,% DNA,0.077,none
Mater Misericordiae University Hospital,2022-02-01,# DNA,807,none
Mater Misericordiae University Hospital,2022-02-01,% DNA,0.104,none
Mater Misericordiae University Hospital,2022-03-01,# DNA,961,none
Mater Misericordiae University Hospital,2022-03-01,% DNA,0.112,none
Mater Misericordiae University Hospital,2022-04-01,# DNA,766,none
Mater Misericordiae University Hospital,2022-04-01,% DNA,0.095,none
Mater Misericordiae University Hospital,2022-05-01,# DNA,940,none
Mater Misericordiae University Hospital,2022-05-01,% DNA,0.105,none
Mater Misericordiae University Hospital,2022-06-01,# DNA,949,none
Mater Misericordiae University Hospital,2022-06-01,% DNA,0.112,none
Mater Misericordiae University Hospital,2022-07-01,# DNA,1021,none
Mater Misericordiae University Hospital,2022-07-01,% DNA,0.119,none
Mater Misericordiae University Hospital,2022-08-01,# DNA,996,none
Mater Misericordiae University Hospital,2022-08-01,% DNA,0.114,none
Mater Misericordiae University Hospital,2022-09-01,# DNA,972,none
Mater Misericordiae University Hospital,2022-09-01,% DNA,0.113,none
Mater Misericordiae University Hospital,2022-10-01,# DNA,1082,none
Mater Misericordiae University Hospital,2022-10-01,% DNA,0.126,none
Mater Misericordiae University Hospital,2022-11-01,# DNA,1141,none
Mater Misericordiae University Hospital,2022-11-01,% DNA,0.132,none
Mater Misericordiae University Hospital,2022-12-01,# DNA,1244,none
Mater Misericordiae University Hospital,2022-12-01,% DNA,0.16,none
Mater Misericordiae University Hospital,2023-01-01,# DNA,907,none
Mater Misericordiae University Hospital,2023-01-01,% DNA,0.118,none
Mater Misericordiae University Hospital,2023-02-01,# DNA,1089,none
Mater Misericordiae University Hospital,2023-02-01,% DNA,0.147,none
Mater Misericordiae University Hospital,2023-03-01,# DNA,1264,none
Mater Misericordiae University Hospital,2023-03-01,% DNA,0.153,none
Mater Misericordiae University Hospital,2023-04-01,# DNA,1167,none
Mater Misericordiae University Hospital,2023-04-01,% DNA,0.15,none
Mater Misericordiae University Hospital,2023-05-01,# DNA,1230,none
Mater Misericordiae University Hospital,2023-05-01,% DNA,0.14,none
Mater Misericordiae University Hospital,2023-06-01,# DNA,1081,none
Mater Misericordiae University Hospital,2023-06-01,% DNA,0.128,none
Mater Misericordiae University Hospital,2023-07-01,# DNA,1105,none
Mater Misericordiae University Hospital,2023-07-01,% DNA,0.137,none
Mater Misericordiae University Hospital,2023-08-01,# DNA,1131,none
Mater Misericordiae University Hospital,2023-08-01,% DNA,0.136,none
Mater Misericordiae University Hospital,2023-09-01,# DNA,1080,none
Mater Misericordiae University Hospital,2023-09-01,% DNA,0.135,none
MRH Mullingar,2022-01-01,# DNA,133,none
MRH Mullingar,2022-01-01,% DNA,0.042,none
MRH Mullingar,2022-02-01,# DNA,104,none
MRH Mullingar,2022-02-01,% DNA,0.033,none
MRH Mullingar,2022-03-01,# DNA,198,none
MRH Mullingar,2022-03-01,% DNA,0.055,none
MRH Mullingar,2022-04-01,# DNA,139,none
MRH Mullingar,2022-04-01,% DNA,0.042,none
MRH Mullingar,2022-05-01,# DNA,193,none
MRH Mullingar,2022-05-01,% DNA,0.052,none
MRH Mullingar,2022-06-01,# DNA,228,none
MRH Mullingar,2022-06-01,% DNA,0.066,none
MRH Mullingar,2022-07-01,# DNA,228,none
MRH Mullingar,2022-07-01,% DNA,0.066,none
MRH Mullingar,2022-08-01,# DNA,262,none
MRH Mullingar,2022-08-01,% DNA,0.08,none
MRH Mullingar,2022-09-01,# DNA,192,none
MRH Mullingar,2022-09-01,% DNA,0.059,none
MRH Mullingar,2022-10-01,# DNA,233,none
MRH Mullingar,2022-10-01,% DNA,0.062,none
MRH Mullingar,2022-11-01,# DNA,201,none
MRH Mullingar,2022-11-01,% DNA,0.052,none
MRH Mullingar,2022-12-01,# DNA,278,none
MRH Mullingar,2022-12-01,% DNA,0.07,none
MRH Mullingar,2023-01-01,# DNA,155,none
MRH Mullingar,2023-01-01,% DNA,0.047,none
MRH Mullingar,2023-02-01,# DNA,197,none
MRH Mullingar,2023-02-01,% DNA,0.06,none
MRH Mullingar,2023-03-01,# DNA,206,none
MRH Mullingar,2023-03-01,% DNA,0.055,none
MRH Mullingar,2023-04-01,# DNA,230,none
MRH Mullingar,2023-04-01,% DNA,0.066,none
MRH Mullingar,2023-05-01,# DNA,180,none
MRH Mullingar,2023-05-01,% DNA,0.046,none
MRH Mullingar,2023-06-01,# DNA,185,none
MRH Mullingar,2023-06-01,% DNA,0.052,none
MRH Mullingar,2023-07-01,# DNA,146,none
MRH Mullingar,2023-07-01,% DNA,0.045,none
MRH Mullingar,2023-08-01,# DNA,216,none
MRH Mullingar,2023-08-01,% DNA,0.061,none
MRH Mullingar,2023-09-01,# DNA,195,none
MRH Mullingar,2023-09-01,% DNA,0.05555,none
Our Lady's Hospital Navan,2022-01-01,# DNA,68,none
Our Lady's Hospital Navan,2022-01-01,% DNA,0.034,none
Our Lady's Hospital Navan,2022-02-01,# DNA,65,none
Our Lady's Hospital Navan,2022-02-01,% DNA,0.034,none
Our Lady's Hospital Navan,2022-03-01,# DNA,101,none
Our Lady's Hospital Navan,2022-03-01,% DNA,0.044,none
Our Lady's Hospital Navan,2022-04-01,# DNA,91,none
Our Lady's Hospital Navan,2022-04-01,% DNA,0.04,none
Our Lady's Hospital Navan,2022-05-01,# DNA,86,none
Our Lady's Hospital Navan,2022-05-01,% DNA,0.038,none
Our Lady's Hospital Navan,2022-06-01,# DNA,99,none
Our Lady's Hospital Navan,2022-06-01,% DNA,0.045,none
Our Lady's Hospital Navan,2022-07-01,# DNA,107,none
Our Lady's Hospital Navan,2022-07-01,% DNA,0.052,none
Our Lady's Hospital Navan,2022-08-01,# DNA,124,none
Our Lady's Hospital Navan,2022-08-01,% DNA,0.058,none
Our Lady's Hospital Navan,2022-09-01,# DNA,119,none
Our Lady's Hospital Navan,2022-09-01,% DNA,0.059,none
Our Lady's Hospital Navan,2022-10-01,# DNA,135,none
Our Lady's Hospital Navan,2022-10-01,% DNA,0.065,none
Our Lady's Hospital Navan,2022-11-01,# DNA,137,none
Our Lady's Hospital Navan,2022-11-01,% DNA,0.066,none
Our Lady's Hospital Navan,2022-12-01,# DNA,98,none
Our Lady's Hospital Navan,2022-12-01,% DNA,0.051,none
Our Lady's Hospital Navan,2023-01-01,# DNA,69,none
Our Lady's Hospital Navan,2023-01-01,% DNA,0.038,none
Our Lady's Hospital Navan,2023-02-01,# DNA,75,none
Our Lady's Hospital Navan,2023-02-01,% DNA,0.042,none
Our Lady's Hospital Navan,2023-03-01,# DNA,125,none
Our Lady's Hospital Navan,2023-03-01,% DNA,0.061,none
Our Lady's Hospital Navan,2023-04-01,# DNA,88,none
Our Lady's Hospital Navan,2023-04-01,% DNA,0.046,none
Our Lady's Hospital Navan,2023-05-01,# DNA,136,none
Our Lady's Hospital Navan,2023-05-01,% DNA,0.061,none
Our Lady's Hospital Navan,2023-06-01,# DNA,153,none
Our Lady's Hospital Navan,2023-06-01,% DNA,0.069,none
Our Lady's Hospital Navan,2023-07-01,# DNA,108,none
Our Lady's Hospital Navan,2023-07-01,% DNA,0.052,none
Our Lady's Hospital Navan,2023-08-01,# DNA,133,none
Our Lady's Hospital Navan,2023-08-01,% DNA,0.06,none
Our Lady's Hospital Navan,2023-09-01,# DNA,106,none
Our Lady's Hospital Navan,2023-09-01,% DNA,0.05075,none
St. Luke's General Hospital Kilkenny,2022-01-01,# DNA,72,none
St. Luke's General Hospital Kilkenny,2022-01-01,% DNA,0.021,none
St. Luke's General Hospital Kilkenny,2022-02-01,# DNA,72,none
St. Luke's General Hospital Kilkenny,2022-02-01,% DNA,0.021,none
St. Luke's General Hospital Kilkenny,2022-03-01,# DNA,85,none
St. Luke's General Hospital Kilkenny,2022-03-01,% DNA,0.023,none
St. Luke's General Hospital Kilkenny,2022-04-01,# DNA,86,none
St. Luke's General Hospital Kilkenny,2022-04-01,% DNA,0.024,none
St. Luke's General Hospital Kilkenny,2022-05-01,# DNA,116,none
St. Luke's General Hospital Kilkenny,2022-05-01,% DNA,0.029,none
St. Luke's General Hospital Kilkenny,2022-06-01,# DNA,114,none
St. Luke's General Hospital Kilkenny,2022-06-01,% DNA,0.031,none
St. Luke's General Hospital Kilkenny,2022-07-01,# DNA,125,none
St. Luke's General Hospital Kilkenny,2022-07-01,% DNA,0.034,none
St. Luke's General Hospital Kilkenny,2022-08-01,# DNA,150,none
St. Luke's General Hospital Kilkenny,2022-08-01,% DNA,0.041,none
St. Luke's General Hospital Kilkenny,2022-09-01,# DNA,115,none
St. Luke's General Hospital Kilkenny,2022-09-01,% DNA,0.031,none
St. Luke's General Hospital Kilkenny,2022-10-01,# DNA,137,none
St. Luke's General Hospital Kilkenny,2022-10-01,% DNA,0.034,none
St. Luke's General Hospital Kilkenny,2022-11-01,# DNA,103,none
St. Luke's General Hospital Kilkenny,2022-11-01,% DNA,0.025,none
St. Luke's General Hospital Kilkenny,2022-12-01,# DNA,157,none
St. Luke's General Hospital Kilkenny,2022-12-01,% DNA,0.038,none
St. Luke's General Hospital Kilkenny,2023-01-01,# DNA,92,none
St. Luke's General Hospital Kilkenny,2023-01-01,% DNA,0.026,none
St. Luke's General Hospital Kilkenny,2023-02-01,# DNA,106,none
St. Luke's General Hospital Kilkenny,2023-02-01,% DNA,0.029,none
St. Luke's General Hospital Kilkenny,2023-03-01,# DNA,136,none
St. Luke's General Hospital Kilkenny,2023-03-01,% DNA,0.032,none
St. Luke's General Hospital Kilkenny,2023-04-01,# DNA,144,none
St. Luke's General Hospital Kilkenny,2023-04-01,% DNA,0.036,none
St. Luke's General Hospital Kilkenny,2023-05-01,# DNA,198,none
St. Luke's General Hospital Kilkenny,2023-05-01,% DNA,0.043,none
St. Luke's General Hospital Kilkenny,2023-06-01,# DNA,155,none
St. Luke's General Hospital Kilkenny,2023-06-01,% DNA,0.039,none
St. Luke's General Hospital Kilkenny,2023-07-01,# DNA,166,none
St. Luke's General Hospital Kilkenny,2023-07-01,% DNA,0.042,none
St. Luke's General Hospital Kilkenny,2023-08-01,# DNA,101,none
St. Luke's General Hospital Kilkenny,2023-08-01,% DNA,0.028,none
St. Luke's General Hospital Kilkenny,2023-09-01,# DNA,122,none
St. Luke's General Hospital Kilkenny,2023-09-01,% DNA,0.03135,none
St. Michael's Hospital,2022-01-01,# DNA,21,none
St. Michael's Hospital,2022-01-01,% DNA,0.015,none
St. Michael's Hospital,2022-02-01,# DNA,33,none
St. Michael's Hospital,2022-02-01,% DNA,0.022,none
St. Michael's Hospital,2022-03-01,# DNA,36,none
St. Michael's Hospital,2022-03-01,% DNA,0.022,none
St. Michael's Hospital,2022-04-01,# DNA,42,none
St. Michael's Hospital,2022-04-01,% DNA,0.027,none
St. Michael's Hospital,2022-05-01,# DNA,38,none
St. Michael's Hospital,2022-05-01,% DNA,0.022,none
St. Michael's Hospital,2022-06-01,# DNA,31,none
St. Michael's Hospital,2022-06-01,% DNA,0.019,none
St. Michael's Hospital,2022-07-01,# DNA,47,none
St. Michael's Hospital,2022-07-01,% DNA,0.027,none
St. Michael's Hospital,2022-08-01,# DNA,26,none
St. Michael's Hospital,2022-08-01,% DNA,0.015,none
St. Michael's Hospital,2022-09-01,# DNA,22,none
St. Michael's Hospital,2022-09-01,% DNA,0.014,none
St. Michael's Hospital,2022-10-01,# DNA,39,none
St. Michael's Hospital,2022-10-01,% DNA,0.024,none
St. Michael's Hospital,2022-11-01,# DNA,48,none
St. Michael's Hospital,2022-11-01,% DNA,0.031,none
St. Michael's Hospital,2022-12-01,# DNA,35,none
St. Michael's Hospital,2022-12-01,% DNA,0.021636363636363634,none
